model_type,task,window_size,shift_step,horizon,threshold,prob_threshold,mae,mse,rmse,r2,max_error,mape
naive,regression,14,7,3,0.07,0.5,0.0068932038834951465,0.0001271844660194175,0.011277609055975362,0.7966574235939478,0.049999999999999996,0.11779970299387778
