model_type,task,window_size,shift_step,horizon,threshold,prob_threshold,mae,mse,rmse,r2,max_error,mape
cnn,regression,14,7,3,0.07,0.5,0.00944257341325283,0.00018663342052605003,0.013661384282935974,0.7016104459762573,0.05048327147960663,0.175814688205719
