model_type,task,window_size,shift_step,horizon,threshold,prob_threshold,mae,mse,rmse,r2,max_error,mape
tcn,regression,14,7,3,0.07,0.5,0.011777826584875584,0.000288520532194525,0.01698589215185723,0.5387133359909058,0.08171238750219345,0.20032839477062225
