model_type,task,window_size,shift_step,horizon,threshold,prob_threshold,accuracy,precision,recall,f1,auc
tcn,classification,14,7,3,0.07,0.5,0.8252427184466019,0.5217391304347826,0.631578947368421,0.5714285714285714,0.8233082706766917
