model_type,task,window_size,shift_step,horizon,threshold,prob_threshold,mae,mse,rmse,r2,max_error,mape
xgboost,regression,14,7,3,0.07,0.5,0.008479908579616871,0.00022785668018365348,0.015094922331156708,0.6357026463216017,0.07449464857578278,0.13085364398668867
